user_id,signup_date,trial_end_date,trial_length_days,age,country,gender,device_type,acquisition_channel,city_tier,preferred_plan_before_conversion,days_active_trial,sessions_count,avg_session_minutes,features_used,support_tickets,emails_opened,webinar_attended,payment_method_on_file,referred_friend,discount_offered_pct,plan_page_views,last_activity_gap_days,satisfaction_score,monthly_income_usd,converted_to_paid_plan,selected_plan
usr-01215,2025-05-27,2025-06-03,7,30.0,mexico,non_binary,desktop,partner,tier_2,basic,3,7,15.9,10,1,4,1,1,0,20.0,2,2,5.5,727.0,0,none
usr-01216,2025-02-14,2025-02-28,14,36.0,ecuador,prefer_not_to_say,desktop,email campaign,tier_1,premium,7,16,8.6,7,0,2,0,0,0,10.0,5,8,8.0,2536.0,1,basic
usr-01217,2025-04-10,2025-04-24,14,34.0,peru,female,tablet,paid ads,tier_1,standard,11,17,8.0,11,0,5,0,1,0,5.0,1,6,7.1,1525.0,1,standard
usr-01218,2025-11-26,2025-12-10,14,28.0,argentina,male,tablet,organic search,tier_1,premium,11,16,18.8,8,0,3,0,1,1,20.0,7,2,9.2,2091.0,0,none
usr-01219,2025-02-04,02-18-2025,14,30.0,chile,male,desktop,social_media,tier_1,standard,12,25,17.9,9,0,7,1,1,0,5.0,3,4,4.9,1635.0,1,basic
usr-01220,2025-07-28,2025-08-04,7,25.0,mexico,female,desktop,partner,tier_1,standard,4,7,18.8,9,1,6,0,0,0,0.0,4,4,8.0,1423.0,0,none
usr-01221,11/04/2025,05-11-2025,30,33.0,peru,male,mobile,email campaign,tier_3,standard,1,1,12.8,4,2,5,0,1,0,0.0,2,26,3.4,995.0,0,none
usr-01222,2025-05-15,05-29-2025,14,18.0,chile,female,mobile,organic search,tier_1,basic,5,8,8.4,4,0,6,0,1,0,10.0,2,13,5.1,1862.0,0,none
usr-01223,2025-06-09,2025-06-23,14,33.0,colombia,female,mobile,social media,tier_2,basic,8,12,14.1,11,2,5,1,1,1,10.0,4,10,9.3,919.0,1,standard
usr-01224,2025-05-07,05-28-2025,21,39.0,chile,male,mobile,partner,tier_1,premium,1,2,14.1,8,1,3,0,0,0,0.0,3,22,9.0,1105.0,0,none
usr-01225,2025-04-13,2025-05-13,30,43.0,peru,male,mobile,paid ads,tier_2,basic,11,15,20.0,11,0,8,0,1,0,15.0,3,28,7.6,904.0,0,none
usr-01226,10/03/2025,2025-03-31,21,36.0,peru,prefer_not_to_say,mobile,organic search,tier_1,basic,16,29,6.2,14,1,10,0,1,0,0.0,2,12,7.7,2067.0,0,none
usr-01227,2025-01-23,2025-02-06,14,35.0,colombia,male,desktop,organic search,tier_3,standard,10,10,16.2,10,2,4,0,1,0,0.0,2,11,7.6,1394.0,0,none
usr-01228,2025-08-10,2025-08-24,14,29.0,mexico,male,mobile,paid ads,tier_1,basic,10,16,11.4,10,0,8,0,1,1,10.0,7,4,9.3,2152.0,0,none
usr-01229,2025-05-02,2025-05-16,14,20.0,mexico,female,desktop,paid ads,tier_1,basic,11,27,11.5,3,0,8,0,0,0,0.0,4,4,6.8,640.0,0,none
usr-01230,2025-01-11,2025-02-10,30,44.0,colombia,male,mobile,paid ads,tier_1,premium,14,17,14.1,14,1,6,0,1,0,20.0,3,24,8.3,1020.0,0,none
usr-01231,06/10/2025,2025-10-20,14,41.0,argentina,male,desktop,email campaign,tier_1,standard,8,13,23.6,9,0,6,0,0,1,15.0,1,9,5.3,2312.0,0,none
usr-01232,2025-06-07,2025-06-28,21,20.0,chile,male,mobile,organic search,tier_1,standard,19,32,21.5,10,0,8,0,0,0,20.0,6,10,8.3,261.0,1,standard
usr-01233,2025-12-04,2026-01-03,30,31.0,peru,female,desktop,referral,tier_1,standard,20,35,21.4,7,1,5,0,0,0,0.0,1,17,6.2,1439.0,0,none
usr-01234,2025-03-27,2025-04-10,14,36.0,colombia,female,desktop,partner,tier_1,standard,6,20,6.6,10,1,4,0,0,0,5.0,2,3,8.3,1356.0,0,none
usr-01235,2025-04-01,2025-04-08,7,20.0,peru,male,mobile,social media,tier_2,standard,3,6,6.9,5,0,5,0,0,0,10.0,1,4,5.2,2192.0,0,none
usr-01236,2025-03-06,2025-04-05,30,23.0,colombia,male,mobile,organic search,tier_2,standard,24,55,20.4,14,0,9,1,1,0,10.0,5,18,7.1,1582.0,1,premium
usr-01237,2025-08-17,2025-08-24,7,29.0,colombia,male,mobile,partner,tier_1,basic,4,3,4.5,8,0,3,1,1,0,0.0,5,3,7.1,1458.0,0,none
usr-01238,2025-10-07,2025-10-21,14,27.0,chile,male,mobile,partner,tier_1,basic,10,28,12.3,9,0,0,0,0,0,0.0,4,8,7.8,1287.0,0,none
usr-01239,2025-06-29,2025-07-20,21,34.0,colombia,male,mobile,social media,tier_3,basic,14,28,6.4,14,0,3,0,0,0,0.0,7,10,9.0,352.0,0,none
usr-01240,2025-12-10,2025-12-31,21,35.0,chile,male,mobile,paid ads,tier_2,basic,14,41,12.6,12,0,3,0,0,0,10.0,5,24,7.2,1710.0,0,none
usr-01241,03/09/2025,2025-09-17,14,28.0,colombia,female,mobile,referral,tier_2,basic,5,8,15.5,9,0,2,0,0,1,20.0,4,14,7.4,1439.0,1,standard
usr-01242,2025-04-27,2025-05-11,14,34.0,peru,male,desktop,organic search,tier_1,basic,6,18,6.5,3,0,8,0,0,0,10.0,1,13,9.8,2380.0,0,none
usr-01243,2025-03-30,2025-04-29,30,35.0,mexico,female,tablet,social media,tier_1,premium,15,25,22.2,12,0,5,0,0,0,0.0,1,25,9.9,564.0,0,none
usr-01244,2025-03-22,2025-04-05,14,37.0,peru,male,desktop,referral,tier_2,standard,7,16,12.1,8,1,6,1,1,0,0.0,6,8,7.4,1925.0,0,none
usr-01245,2025-03-11,2025-03-18,7,18.0,argentina,prefer_not_to_say,mobile,email campaign,tier_1,basic,2,5,11.9,11,0,5,0,1,0,20.0,1,6,7.8,1569.0,1,standard
usr-01246,2025-08-05,2025-08-19,14,31.0,mexico,male,desktop,social media,tier_1,premium,14,18,11.5,14,2,8,0,1,1,0.0,3,4,8.4,2301.0,1,standard
usr-01247,17/12/2025,2025-12-31,14,39.0,mexico,female,mobile,paid ads,tier_3,basic,9,21,10.8,12,0,11,1,1,1,15.0,6,14,8.0,2166.0,0,none
usr-01248,2025-09-22,2025-10-13,21,29.0,colombia,female,mobile,email campaign,tier_1,standard,12,20,16.4,14,0,7,0,0,0,0.0,2,9,7.7,701.0,0,none
usr-01249,2025-05-17,2025-05-31,14,26.0,colombia,male,mobile,partner,tier_2,standard,6,10,8.6,12,1,7,0,0,0,10.0,3,17,7.7,1981.0,0,none
usr-01250,25/04/2025,2025-05-02,7,47.0,argentina,female,mobile,referral,tier_2,standard,6,11,11.3,9,1,5,0,0,0,0.0,2,2,6.3,1081.0,0,none
usr-01251,2025-05-07,2025-05-21,14,30.0,colombia,prefer_not_to_say,mobile,organic search,tier_1,standard,8,24,11.3,9,0,4,1,0,0,15.0,5,10,8.0,1816.0,0,none
usr-01252,2025-12-01,2025-12-31,30,46.0,ecuador,female,desktop,organic search,tier_1,standard,15,25,15.5,11,0,7,1,0,0,15.0,2,18,4.9,929.0,0,none
usr-01253,2025-06-30,2025-07-21,21,33.0,colombia,prefer_not_to_say,mobile,referral,tier_2,basic,13,24,9.5,18,0,8,0,1,0,20.0,5,25,5.7,1268.0,0,none
usr-01254,2025-11-30,2025-12-21,21,26.0,colombia,male,mobile,paid ads,tier_2,basic,1,3,2.1,7,1,4,0,0,0,20.0,3,12,7.1,1458.0,0,none
usr-01255,2025-04-01,04-15-2025,14,39.0,peru,male,desktop,partner,tier_1,basic,9,15,20.2,11,1,5,1,0,0,5.0,2,11,5.0,3380.0,0,none
usr-01256,2025-03-11,2025-04-01,21,23.0,mexico,female,desktop,paid ads,tier_2,basic,13,14,18.4,14,0,7,0,0,0,20.0,2,18,8.4,1560.0,0,none
usr-01257,2025-08-20,2025-09-03,14,19.0,ecuador,female,mobile,partner,tier_2,standard,5,11,13.2,12,2,2,0,1,0,5.0,1,19,5.3,1187.0,0,none
usr-01258,2025-06-17,2025-07-01,14,25.0,mexico,female,desktop,partner,tier_1,basic,6,10,14.1,12,0,4,0,1,0,20.0,2,9,5.1,576.0,0,none
usr-01259,2025-11-13,2025-11-20,7,36.0,peru,female,desktop,referral,tier_1,basic,7,17,16.0,9,0,4,0,1,0,20.0,3,0,6.9,1319.0,1,premium
usr-01260,01/12/2025,2025-12-15,14,38.0,ecuador,male,mobile,referral,tier_2,basic,11,10,12.9,11,0,4,0,1,1,0.0,1,8,7.9,2128.0,0,none
usr-01261,2025-10-17,2025-11-07,21,42.0,colombia,non_binary,mobile,partner,tier_1,premium,13,25,8.7,10,1,8,0,1,0,20.0,6,20,4.0,1780.0,0,none
usr-01262,2025-11-28,2025-12-28,30,21.0,peru,male,mobile,organic search,tier_3,basic,24,40,26.4,15,0,16,0,1,0,25.0,4,16,8.6,250.0,0,none
usr-01263,2025-09-07,2025-10-07,30,37.0,mexico,female,desktop,organic search,tier_3,basic,25,31,4.7,10,0,3,0,1,0,10.0,5,20,7.1,250.0,0,none
usr-01264,2025-08-10,2025-08-31,21,37.0,chile,female,mobile,email campaign,tier_1,standard,13,23,10.8,9,1,11,0,0,0,5.0,3,10,5.8,1809.0,0,none
usr-01265,2025-02-18,03-04-2025,14,37.0,mexico,male,mobile,partner,tier_3,basic,12,22,12.1,12,1,9,0,0,0,0.0,4,6,10.0,2495.0,0,none
usr-01266,2025-01-29,2025-02-12,14,41.0,argentina,female,desktop,paid ads,tier_2,standard,7,12,2.0,10,1,3,1,0,1,15.0,3,8,7.0,676.0,1,premium
usr-01267,2025-10-31,2025-11-21,21,45.0,colombia,male,tablet,referral,tier_3,basic,19,34,22.1,15,0,10,0,0,1,15.0,7,5,6.5,1557.0,1,premium
usr-01268,2025-01-07,2025-01-21,14,46.0,colombia,female,desktop,organic search,tier_1,premium,6,7,26.5,8,0,8,0,0,0,0.0,5,12,8.6,923.0,0,none
usr-01269,2025-08-08,2025-09-07,30,41.0,colombia,female,desktop,email campaign,tier_1,premium,19,29,9.4,6,0,9,0,1,0,20.0,9,15,5.5,2901.0,1,premium
usr-01270,2025-11-06,2025-11-20,14,29.0,colombia,female,mobile,social media,tier_1,standard,9,20,13.3,8,0,4,0,0,1,5.0,6,3,5.5,977.0,0,none
usr-01271,2025-10-31,2025-11-14,14,45.0,peru,female,desktop,referral,tier_2,basic,6,11,13.8,7,0,2,0,1,0,0.0,3,9,6.8,1791.0,0,none
usr-01272,2025-04-26,2025-05-03,7,32.0,mexico,male,desktop,paid ads,tier_1,basic,3,4,22.7,7,0,6,0,1,0,20.0,1,3,7.1,1458.0,0,none
usr-01273,2025-04-11,2025-04-25,14,18.0,chile,male,mobile,partner,tier_1,basic,12,25,23.4,7,1,6,0,1,0,0.0,7,4,8.0,1693.0,1,basic
usr-01274,2025-03-23,2025-04-06,14,44.0,chile,male,desktop,email campaign,tier_2,standard,9,20,11.3,10,0,7,0,0,0,0.0,7,14,3.7,1174.0,0,none
usr-01275,2025-07-07,2025-07-21,14,38.0,colombia,female,mobile,partner,tier_2,standard,7,11,13.6,12,1,4,0,0,0,0.0,3,13,8.1,1308.0,0,none
usr-01276,2025-10-03,2025-10-17,14,49.0,colombia,female,mobile,paid ads,tier_3,standard,3,6,14.9,12,1,5,0,0,0,20.0,3,11,6.5,832.0,0,none
usr-01277,2025-01-06,2025-02-05,30,37.0,colombia,female,mobile,social media,tier_1,standard,25,46,10.8,12,3,10,0,0,0,10.0,5,25,6.2,985.0,0,none
usr-01278,2025-04-22,2025-05-13,21,18.0,colombia,male,desktop,organic search,tier_2,basic,11,20,7.0,6,0,9,0,0,0,20.0,4,16,7.7,1746.0,0,none
usr-01279,2025-08-22,2025-08-29,7,26.0,chile,female,desktop,social media,tier_2,basic,2,7,21.5,7,2,4,0,0,1,10.0,2,8,4.9,1418.0,0,none
usr-01280,2025-06-11,2025-07-02,21,39.0,argentina,female,mobile,email campaign,tier_3,basic,9,13,31.9,17,0,6,0,0,1,20.0,2,12,5.4,2955.0,0,none
usr-01281,2025-12-02,2025-12-09,7,35.0,colombia,female,mobile,partner,tier_1,standard,4,6,15.2,5,1,6,0,1,0,0.0,1,3,7.9,1632.0,1,standard
usr-01282,2025-03-04,2025-03-11,7,34.0,argentina,male,mobile,paid ads,tier_1,standard,4,4,8.3,11,0,3,0,1,0,15.0,5,2,3.5,1289.0,0,none
usr-01283,2025-04-05,2025-04-12,7,21.0,colombia,male,mobile,organic search,tier_2,standard,5,13,13.9,9,0,6,1,1,0,20.0,1,2,10.0,2490.0,0,none
usr-01284,2025-10-19,2025-11-02,14,44.0,peru,female,mobile,email campaign,tier_2,standard,2,3,18.1,11,3,4,0,0,1,0.0,2,21,5.8,1028.0,0,none
usr-01285,2025-02-16,2025-03-02,14,51.0,mexico,female,mobile,paid ads,tier_1,standard,12,26,10.6,15,1,9,0,0,0,0.0,6,7,6.9,1644.0,0,none
usr-01286,2025-06-06,2025-06-20,14,35.0,colombia,non_binary,tablet,social media,tier_2,standard,13,24,2.0,15,2,8,1,0,0,0.0,3,10,7.0,2101.0,0,none
usr-01287,2025-08-28,2025-09-27,30,38.0,mexico,female,mobile,paid ads,tier_2,basic,16,24,10.9,18,0,4,0,0,0,5.0,3,13,7.6,2355.0,0,none
usr-01288,2025-01-13,2025-02-12,30,18.0,colombia,female,mobile,social media,tier_2,premium,22,44,14.3,19,0,7,1,1,0,0.0,7,20,8.0,480.0,1,basic
usr-01289,2025-08-03,2025-08-24,21,29.0,argentina,male,mobile,paid ads,tier_1,standard,18,32,21.8,12,2,7,0,0,0,10.0,4,17,8.1,2763.0,0,none
usr-01290,09/05/2025,2025-05-23,14,31.0,colombia,female,desktop,paid ads,tier_1,basic,8,8,9.9,7,0,2,0,0,1,10.0,2,4,6.9,369.0,0,none
usr-01291,2025-11-13,2025-11-27,14,18.0,colombia,male,mobile,social media,tier_2,standard,11,17,7.3,12,0,7,1,0,0,10.0,1,0,9.0,1307.0,0,none
usr-01292,2025-03-03,2025-03-10,7,18.0,colombia,prefer_not_to_say,desktop,referral,tier_3,basic,4,6,14.2,11,2,4,0,0,0,15.0,1,0,5.7,1390.0,1,standard
usr-01293,2025-12-17,2025-12-24,7,42.0,chile,male,mobile,email campaign,tier_1,premium,5,12,18.4,6,1,1,0,0,0,5.0,2,0,8.9,1851.0,0,none
usr-01294,2025-12-25,2026-01-08,14,37.0,colombia,male,desktop,referral,tier_2,basic,5,7,21.8,4,1,8,0,0,1,5.0,5,5,8.2,1527.0,0,none
usr-01295,2025-01-20,02-03-2025,14,37.0,colombia,male,tablet,social media,tier_2,basic,10,20,11.8,8,1,6,0,0,0,0.0,2,16,7.5,1158.0,0,none
usr-01296,2025-04-11,2025-04-25,14,46.0,mexico,male,mobile,social media,tier_2,basic,11,21,11.8,5,0,6,0,1,0,20.0,9,6,10.0,1433.0,1,premium
usr-01297,2025-03-25,04-08-2025,14,33.0,chile,male,desktop,organic search,tier_2,basic,7,12,21.5,16,0,7,0,0,0,0.0,4,13,4.7,2405.0,0,none
usr-01298,2025-05-21,2025-06-04,14,22.0,colombia,male,tablet,paid ads,tier_1,standard,14,24,6.7,12,0,10,1,1,0,0.0,5,9,8.9,2542.0,0,none
usr-01299,2025-05-16,2025-06-15,30,29.0,mexico,female,mobile,paid ads,tier_2,standard,25,45,16.3,21,2,7,0,0,0,0.0,7,11,5.2,250.0,1,premium
usr-01300,2025-08-29,2025-09-12,14,50.0,argentina,female,desktop,paid ads,tier_2,basic,11,28,30.3,9,1,5,0,1,0,10.0,4,6,7.1,1458.0,1,basic
usr-01301,2025-01-05,2025-01-19,14,39.0,colombia,female,desktop,paid ads,tier_1,premium,8,13,19.6,17,0,5,0,0,0,15.0,3,9,9.6,1486.0,0,none
usr-01302,2025-05-21,2025-06-04,14,37.0,colombia,male,desktop,social media,tier_1,premium,7,17,17.2,6,0,2,0,0,0,10.0,0,9,5.1,581.0,0,none
usr-01303,2025-11-23,2025-11-30,7,37.0,colombia,male,desktop,partner,tier_1,basic,5,8,9.2,7,0,3,0,1,0,20.0,2,9,10.0,1651.0,1,standard
usr-01304,2025-12-11,2025-12-25,14,24.0,ecuador,male,mobile,referral,tier_1,basic,13,29,10.0,9,1,4,0,0,0,0.0,3,5,5.7,1074.0,0,none
usr-01305,29/11/2025,2025-12-13,14,35.0,peru,female,mobile,paid ads,tier_2,standard,7,12,14.7,7,1,3,1,1,0,20.0,5,9,9.8,2319.0,0,none
usr-01306,2025-03-15,2025-03-29,14,24.0,argentina,male,tablet,partner,tier_3,premium,7,9,9.3,11,0,6,0,0,0,10.0,3,15,8.0,1765.0,0,none
usr-01307,2025-01-31,2025-02-14,14,41.0,argentina,female,desktop,social media,tier_1,basic,7,15,5.3,11,0,5,0,1,1,10.0,1,3,4.3,1923.0,1,premium
usr-01308,2025-09-10,2025-09-17,7,40.0,chile,prefer_not_to_say,mobile,social media,tier_3,basic,3,8,23.9,7,0,2,0,0,0,15.0,2,11,7.8,861.0,0,none
usr-01309,2025-02-26,2025-03-12,14,33.0,colombia,female,mobile,referral,tier_1,basic,8,10,24.9,6,1,4,0,1,0,0.0,0,14,5.4,1505.0,0,none
usr-01310,2025-03-12,2025-03-26,14,37.0,ecuador,male,desktop,organic search,tier_1,basic,4,5,3.5,4,2,2,1,0,0,0.0,1,13,8.8,1777.0,0,none
usr-01311,2025-02-08,2025-02-22,14,49.0,peru,prefer_not_to_say,tablet,email campaign,tier_3,premium,4,9,17.8,10,2,7,0,0,0,10.0,2,14,7.4,1611.0,0,none
usr-01312,2025-07-23,2025-08-13,21,33.0,mexico,female,desktop,email campaign,tier_3,basic,6,15,28.3,12,1,5,0,0,0,0.0,2,18,7.6,1156.0,0,none
usr-01313,2025-09-16,2025-09-30,14,41.0,chile,male,desktop,organic search,tier_1,basic,6,10,14.8,8,1,5,0,0,1,0.0,3,6,9.5,283.0,0,none
usr-01314,2025-07-31,2025-08-21,21,21.0,colombia,male,mobile,partner,tier_1,basic,15,24,10.0,15,2,6,0,0,0,20.0,6,8,7.0,1614.0,0,none
usr-01315,30/03/2025,2025-04-29,30,29.0,colombia,prefer_not_to_say,desktop,partner,tier_2,standard,18,28,14.1,21,0,5,0,0,0,5.0,5,17,4.8,1958.0,0,none
usr-01316,2025-10-03,2025-10-10,7,18.0,argentina,male,desktop,organic search,tier_3,standard,4,14,23.3,7,0,1,0,0,0,5.0,4,4,4.3,2983.0,1,standard
usr-01317,2025-05-07,2025-05-21,14,28.0,colombia,male,mobile,organic search,tier_2,basic,13,21,2.0,11,0,7,0,0,0,0.0,3,9,5.4,962.0,0,none
usr-01318,2025-09-08,09-15-2025,7,30.0,colombia,male,desktop,social media,tier_2,basic,2,1,12.1,9,1,4,0,1,1,15.0,3,2,5.4,250.0,0,none
usr-01319,2025-08-16,2025-08-30,14,18.0,colombia,male,desktop,partner,tier_2,basic,9,18,11.1,14,0,1,1,0,0,0.0,6,12,4.2,1771.0,0,none
usr-01320,2025-11-10,2025-12-01,21,20.0,chile,non_binary,mobile,email campaign,tier_2,basic,15,15,12.6,5,2,4,0,1,0,0.0,6,1,6.0,2483.0,1,basic
usr-01321,2025-01-29,2025-02-19,21,37.0,chile,female,mobile,organic search,tier_1,basic,8,9,13.8,8,3,6,1,1,0,0.0,1,15,7.5,1183.0,0,none
usr-01322,2025-12-26,01-09-2026,14,22.0,colombia,male,desktop,paid ads,tier_2,basic,3,7,18.2,7,0,0,0,1,0,5.0,4,9,6.4,1976.0,0,none
usr-01323,2025-04-04,2025-04-18,14,34.0,peru,female,desktop,organic search,tier_3,standard,12,24,13.4,8,0,12,0,0,0,15.0,6,10,9.0,1711.0,0,none
usr-01324,01/02/2025,2025-02-22,21,28.0,colombia,male,desktop,email campaign,tier_1,standard,21,30,24.6,14,0,8,0,0,0,15.0,4,6,6.4,2310.0,0,none
usr-01325,2025-03-06,2025-03-20,14,27.0,colombia,female,desktop,paid ads,tier_2,basic,10,15,13.1,3,0,3,1,1,1,0.0,5,2,10.0,1096.0,1,basic
usr-01326,2025-03-11,2025-03-25,14,22.0,peru,female,mobile,paid ads,tier_2,standard,11,17,25.1,12,0,7,0,0,0,20.0,2,9,8.1,1477.0,0,none
usr-01327,2025-02-10,2025-02-24,14,30.0,colombia,female,mobile,paid ads,tier_2,premium,3,7,10.1,4,0,6,0,1,0,10.0,2,7,7.6,2093.0,0,none
usr-01328,2025-09-24,2025-10-08,14,36.0,colombia,male,mobile,email campaign,tier_2,standard,14,30,14.1,7,0,6,1,1,0,20.0,9,2,9.3,1647.0,1,standard
usr-01329,2025-06-11,2025-07-02,21,30.0,colombia,prefer_not_to_say,mobile,social media,tier_1,premium,11,21,13.8,5,1,4,0,1,1,20.0,4,15,5.2,1406.0,1,standard
usr-01330,2025-01-01,2025-01-31,30,35.0,mexico,female,desktop,partner,tier_1,standard,28,54,15.6,20,0,7,0,0,0,20.0,10,15,8.5,2316.0,1,premium
usr-01331,2025-10-31,2025-11-30,30,33.0,ecuador,female,mobile,partner,tier_2,basic,21,40,23.4,15,2,6,0,1,0,25.0,5,20,10.0,250.0,1,standard
usr-01332,2025-09-25,2025-10-16,21,41.0,chile,female,desktop,referral,tier_1,basic,17,38,17.2,8,0,8,1,0,0,0.0,5,14,3.6,1988.0,0,none
usr-01333,2025-02-07,2025-02-28,21,49.0,colombia,female,mobile,organic search,tier_1,standard,8,16,12.8,14,0,4,0,0,0,0.0,2,20,7.1,781.0,0,none
usr-01334,2025-12-02,2025-12-16,14,34.0,mexico,male,mobile,referral,tier_2,premium,5,8,14.9,7,0,5,1,0,1,20.0,4,19,4.1,1954.0,0,none
usr-01335,2025-11-17,2025-12-08,21,32.0,chile,male,desktop,organic search,tier_1,basic,20,52,13.8,13,1,7,1,0,0,20.0,5,10,7.1,1458.0,0,none
usr-01336,2025-05-02,2025-05-23,21,30.0,argentina,female,desktop,referral,tier_1,standard,6,7,2.0,3,1,3,0,0,0,10.0,6,18,6.9,250.0,0,none
usr-01337,2025-12-12,2025-12-26,14,39.0,colombia,female,desktop,email campaign,tier_1,premium,4,7,12.3,9,1,6,1,0,0,15.0,7,9,4.3,1394.0,0,none
usr-01338,2025-12-30,01-13-2026,14,33.0,ecuador,female,desktop,organic search,tier_1,standard,9,19,17.2,10,0,5,1,0,0,10.0,3,7,7.6,888.0,0,none
usr-01339,2025-11-18,2025-12-02,14,32.0,mexico,female,mobile,paid ads,tier_3,premium,7,16,14.1,8,1,4,0,1,0,0.0,3,3,5.5,2278.0,0,none
usr-01340,2025-09-24,2025-10-15,21,36.0,chile,male,desktop,referral,tier_1,basic,8,10,21.7,8,2,6,0,0,1,20.0,3,18,4.6,2245.0,0,none
usr-01341,10/09/2025,2025-10-10,30,45.0,colombia,male,mobile,social media,tier_1,standard,19,39,15.4,18,0,6,0,0,0,5.0,1,19,5.0,1066.0,0,none
usr-01342,2025-01-23,2025-02-06,14,41.0,argentina,male,mobile,paid ads,tier_2,premium,10,23,19.9,11,1,9,0,0,0,0.0,2,5,8.4,454.0,0,none
usr-01343,2025-09-06,2025-09-20,14,36.0,mexico,male,mobile,referral,tier_1,premium,13,17,19.1,10,1,4,0,0,0,5.0,5,8,3.4,1949.0,1,premium
usr-01344,2025-01-30,2025-02-20,21,26.0,colombia,female,mobile,partner,tier_2,premium,17,26,18.3,13,0,6,0,1,0,5.0,5,13,10.0,993.0,0,none
usr-01345,2025-03-16,2025-03-30,14,24.0,colombia,female,mobile,organic search,tier_2,premium,8,14,4.6,11,0,5,0,0,1,0.0,7,11,5.9,984.0,1,standard
usr-01346,2025-06-27,2025-07-11,14,34.0,colombia,female,desktop,social media,tier_1,basic,5,8,20.5,9,0,3,0,0,0,10.0,3,15,8.5,1042.0,0,none
usr-01347,2025-01-21,2025-01-28,7,36.0,peru,female,mobile,organic search,tier_2,basic,6,8,13.4,8,1,6,0,1,0,15.0,4,2,4.6,1396.0,0,none
usr-01348,2025-11-13,2025-12-04,21,43.0,peru,male,mobile,paid ads,tier_3,basic,10,12,14.7,11,0,5,1,0,0,20.0,3,11,7.2,1885.0,0,none
usr-01349,2025-09-05,10-05-2025,30,42.0,chile,female,mobile,referral,tier_1,basic,17,40,13.8,11,1,2,1,0,0,10.0,3,21,10.0,1678.0,1,premium
usr-01350,2025-04-27,2025-05-04,7,29.0,colombia,male,tablet,organic search,tier_3,standard,3,3,6.0,5,0,1,0,0,1,25.0,0,9,7.6,1636.0,0,none
usr-01351,2025-01-17,2025-01-24,7,48.0,colombia,male,desktop,partner,tier_3,basic,5,8,147.0,9,0,3,0,0,0,0.0,2,5,4.5,3155.0,0,none
usr-01352,2025-08-14,2025-08-28,14,50.0,colombia,male,mobile,email campaign,tier_1,basic,7,8,12.3,12,1,6,0,1,0,15.0,3,13,6.7,467.0,0,none
usr-01353,2025-04-30,2025-05-30,30,37.0,mexico,male,desktop,email campaign,tier_1,standard,13,19,14.8,8,1,6,0,1,0,15.0,3,26,7.1,1458.0,0,none
usr-01354,2025-09-19,2025-10-03,14,41.0,colombia,female,mobile,organic search,tier_1,basic,12,28,17.0,11,0,4,0,1,1,25.0,5,11,5.2,1766.0,0,none
usr-01355,2025-12-29,2026-01-19,21,27.0,colombia,female,mobile,organic search,tier_1,basic,9,13,4.1,7,1,4,0,1,0,20.0,2,19,7.6,1525.0,0,none
usr-01356,2025-09-22,2025-10-06,14,31.0,peru,prefer_not_to_say,desktop,paid ads,tier_1,basic,7,9,15.5,8,1,7,1,1,0,0.0,6,14,8.8,1523.0,0,none
usr-01357,2025-06-10,2025-06-24,14,25.0,mexico,male,mobile,email campaign,tier_1,standard,8,13,14.7,7,2,9,0,0,1,0.0,4,7,7.1,1458.0,0,none
usr-01358,2025-01-20,2025-02-19,30,28.0,argentina,female,tablet,social media,tier_2,basic,10,16,4.0,10,1,11,1,1,1,0.0,6,27,7.2,1009.0,0,none
usr-01359,01/04/2025,2025-04-15,14,41.0,colombia,male,mobile,social media,tier_1,basic,4,9,7.5,8,0,12,0,0,1,5.0,2,13,7.2,1145.0,1,premium
usr-01360,2025-07-06,2025-07-13,7,41.0,colombia,female,tablet,social media,tier_2,premium,4,4,14.3,6,0,4,1,1,0,10.0,1,4,5.7,250.0,0,none
usr-01361,2025-07-09,2025-07-16,7,18.0,argentina,male,mobile,organic search,tier_3,basic,4,8,22.7,10,1,3,0,1,0,15.0,1,5,7.4,1240.0,1,premium
usr-01362,2025-02-22,2025-03-08,14,21.0,mexico,male,mobile,email campaign,tier_1,basic,11,21,14.0,15,2,10,0,1,0,0.0,4,4,8.6,1505.0,0,none
usr-01363,2025-01-17,2025-02-07,21,27.0,ecuador,male,tablet,email campaign,tier_1,basic,13,25,10.7,12,0,0,0,0,0,10.0,7,14,5.2,903.0,0,none
usr-01364,2025-11-09,2025-11-23,14,18.0,mexico,female,desktop,referral,tier_3,basic,7,9,5.8,5,0,6,1,1,0,0.0,3,15,8.5,590.0,0,none
usr-01365,2025-12-26,2026-01-09,14,33.0,mexico,male,mobile,partner,tier_1,premium,12,20,15.9,13,1,8,1,0,0,10.0,7,15,6.4,2472.0,0,none
usr-01366,2025-06-04,2025-07-04,30,47.0,peru,male,mobile,social media,tier_3,standard,20,21,16.9,9,0,4,0,1,0,0.0,3,22,4.0,250.0,0,none
usr-01367,2025-09-07,2025-09-28,21,30.0,colombia,female,desktop,referral,tier_1,standard,13,18,9.4,11,1,7,0,1,0,10.0,7,13,6.7,2230.0,0,none
usr-01368,14/04/2025,2025-04-21,7,31.0,peru,female,desktop,email campaign,tier_1,premium,4,8,14.1,11,2,4,1,1,0,20.0,3,0,8.9,1217.0,1,premium
